Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
Ali Baba Restaurant Kadıköy,"Osmanağa, Serasker Cd. No:7, 34710 Kadıköy/İstanbul",(0216) 330 31 31,,http://facebook.com/alibabarestaurantkadikoy,https://www.google.com/maps/place/Ali+Baba+Restaurant+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cab8663056e967:0xe4ebd590e2a49068!8m2!3d40.9902716!4d29.0248479!16s%2Fg%2F1tjcrpf3!19sChIJZ-lWMGa4yhQRaJCk4pDV6-Q?authuser=0&hl=tr&rclk=1
Thales Cafe Kadıköy,"Caferağa, Hacı Şükrü Sk. No:7, 34710 Kadıköy/İstanbul",(0216) 450 43 78,,http://thalescafebar.com/,https://www.google.com/maps/place/Thales+Cafe+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cab86691429a07:0xb4211b5f3ca28a00!8m2!3d40.9868727!4d29.0275439!16s%2Fg%2F1pyqm6dxr!19sChIJB5pCkWa4yhQRAIqiPF8bIbQ?authuser=0&hl=tr&rclk=1
Pizzeria Il Pellicano,"Osmanağa, Kalfaoğlu Sk. No:17/A, 34714 Kadıköy/İstanbul",(0216) 338 23 28,,N/A,https://www.google.com/maps/place/Pizzeria+Il+Pellicano/data=!4m7!3m6!1s0x14cab86393538c7f:0xef8310f3cb0d524f!8m2!3d40.9880795!4d29.029579!16s%2Fg%2F11bxd7jlb3!19sChIJf4xTk2O4yhQRT1INy_MQg-8?authuser=0&hl=tr&rclk=1
Antika Kafe,"Caferağa, Tellalzade Sk. 30/A, 34710 Kadıköy/İstanbul",0536 062 01 42,,N/A,https://www.google.com/maps/place/Antika+Kafe/data=!4m7!3m6!1s0x14cab8664818a5f3:0x5245f6a7530fe152!8m2!3d40.9892772!4d29.0262814!16s%2Fg%2F11f15j_ngg!19sChIJ86UYSGa4yhQRUuEPU6f2RVI?authuser=0&hl=tr&rclk=1
Hasan Usta Kebap,"Hasan Usta Kebap, Koşuyolu, Dr. Eyüp Aksoy Cd. No: 29, 34716 Kadıköy/İstanbul",(0216) 418 01 01,,https://www.hasanustakebap.com/,https://www.google.com/maps/place/Hasan+Usta+Kebap/data=!4m7!3m6!1s0x14cab816ade7626b:0xc8a3b149b27baa7!8m2!3d41.0044165!4d29.028183!16s%2Fg%2F11bx9b_nr5!19sChIJa2LnrRa4yhQRp7onmxQ7igw?authuser=0&hl=tr&rclk=1
Tarihi Kadıköy Saray Lokantası,"Osmanağa, Tayyareci Sami Sk. No:1 D:1, 34714 Kadıköy/İstanbul",(0216) 346 22 62,,N/A,https://www.google.com/maps/place/Tarihi+Kad%C4%B1k%C3%B6y+Saray+Lokantas%C4%B1/data=!4m7!3m6!1s0x14cab9e27124324b:0x11b75237291c398b!8m2!3d40.9924847!4d29.0254964!16s%2Fg%2F11h0hkgn6c!19sChIJSzIkceK5yhQRizkcKTdStxE?authuser=0&hl=tr&rclk=1
Viyana Kahvesi Kadıköy,"Caferağa mah. Neşet Ömer sok Kadıköy İş Merkezi No: 1/B307, 34710 Kadıköy",0534 648 20 04,,http://www.viyanakahvesi.com/,https://www.google.com/maps/place/Viyana+Kahvesi+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cab99afff6caa5:0xb75daafc1a68eec4!8m2!3d40.9902987!4d29.0234334!16s%2Fg%2F11h8ld5tbl!19sChIJpcr2_5q5yhQRxO5oGvyqXbc?authuser=0&hl=tr&rclk=1
Lusnika Kafe,"Osmanağa, Üzerlik Sk No:11, 34714 Kadıköy/İstanbul",0505 826 82 88,,N/A,https://www.google.com/maps/place/Lusnika+Kafe/data=!4m7!3m6!1s0x14cac7b749c9ecdf:0x882dfbf964ea6658!8m2!3d40.9902817!4d29.0257642!16s%2Fg%2F113h_z9xl!19sChIJ3-zJSbfHyhQRWGbqZPn7LYg?authuser=0&hl=tr&rclk=1
Doğa,"Osmanağa Rıhtım Caddesi, Başçavuş Sk. No:1/B, 34714 Kadıköy/İstanbul",(0216) 337 93 58,,N/A,https://www.google.com/maps/place/Do%C4%9Fa/data=!4m7!3m6!1s0x14cab8685d3a77ff:0x8ab2ecaa1c0892fc!8m2!3d40.9920751!4d29.0250333!16s%2Fg%2F1tggkzrn!19sChIJ_3c6XWi4yhQR_JIIHKrssoo?authuser=0&hl=tr&rclk=1
Kadıköy Balıkçısı hayati,"Caferağa, Yasa Cd. No:27, 34150 Kadıköy/İstanbul",(0216) 345 00 54,,N/A,https://www.google.com/maps/place/Kad%C4%B1k%C3%B6y+Bal%C4%B1k%C3%A7%C4%B1s%C4%B1+hayati/data=!4m7!3m6!1s0x14cab9862232a64d:0x1a10a1d97cff1860!8m2!3d40.990466!4d29.0252564!16s%2Fg%2F11qb5t010c!19sChIJTaYyIoa5yhQRYBj_fNmhEBo?authuser=0&hl=tr&rclk=1
The Townhouse,"Suadiye, Plaj Yolu Sk. No13, 34740 Kadıköy/İstanbul",(0216) 463 14 15,info@thetownhouse.com.tr,https://www.thetownhouse.com.tr/,https://www.google.com/maps/place/The+Townhouse/data=!4m7!3m6!1s0x14cac76ed8d8059b:0x658dcf9d7524743c!8m2!3d40.9579546!4d29.0818278!16s%2Fg%2F11h5wb4crn!19sChIJmwXY2G7HyhQRPHQkdZ3PjWU?authuser=0&hl=tr&rclk=1
Bin Bir Gece cafe& restoran,"Hasanpaşa, Fahrettin Kerim Gökay cd, D:2dakika, Söğütlü Çeşme istasyonu No:29, 34722 Kadıköy/İstanbul",0505 823 09 20,,http://www.instagram.com/BinBirGecerestaurant,https://www.google.com/maps/place/Bin+Bir+Gece+cafe%26+restoran/data=!4m7!3m6!1s0x14cab97800c99c0f:0xb971b31da5f1019d!8m2!3d40.9929303!4d29.038724!16s%2Fg%2F11kbwj1gzv!19sChIJD5zJAHi5yhQRnQHxpR2zcbk?authuser=0&hl=tr&rclk=1
Limon Cafe / Fal,"Caferağa, Mühürdar Cd. 53/3, 34710 Kadıköy/İstanbul",(0216) 418 59 95,"lodash@4.17.21, focus-within-polyfill@5.0.9, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, react-dom@18.3.1, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, core-js-bundle@3.2.1, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, react@18.3.1, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com",http://limoncafe.net/,https://www.google.com/maps/place/Limon+Cafe+%2F+Fal/data=!4m7!3m6!1s0x14cab8677a20c8db:0x2acf9b7bbe5ec76e!8m2!3d40.9887408!4d29.0234523!16s%2Fg%2F1tfvw55r!19sChIJ28ggeme4yhQRbsdevnubzyo?authuser=0&hl=tr&rclk=1
Pehlivan Köfte,"Rasimpaşa, Söğütlü Çeşme Cd No:101, 34716 Kadıköy/İstanbul",(0216) 550 04 05,,http://pehlivanlokantalari.com/,https://www.google.com/maps/place/Pehlivan+K%C3%B6fte/data=!4m7!3m6!1s0x14cab869a4bfd859:0x5007b96c752b52d!8m2!3d40.9915891!4d29.0315649!16s%2Fg%2F1tf8b6n_!19sChIJWdi_pGm4yhQRLbVSx5Z7AAU?authuser=0&hl=tr&rclk=1
Kassab Köfte Döner,"164/A-B Moda Cad Cafer Ağa Mah, 34710 Kadıköy/İstanbul",(0216) 550 55 94,,N/A,https://www.google.com/maps/place/Kassab+K%C3%B6fte+D%C3%B6ner/data=!4m7!3m6!1s0x14cab86001896985:0x462bdf00e871e637!8m2!3d40.9822099!4d29.0229742!16s%2Fg%2F11c604fbl2!19sChIJhWmJAWC4yhQRN-Zx6ADfK0Y?authuser=0&hl=tr&rclk=1
il Sud Moda,"Caferağa, Sarraf Ali Sk. No 15, 34710 Kadıköy/İstanbul",0532 564 00 73,,https://ilsud.com/,https://www.google.com/maps/place/il+Sud+Moda/data=!4m7!3m6!1s0x14cab902e643125b:0xa3610bcbfa849d63!8m2!3d40.9877396!4d29.0247453!16s%2Fg%2F11r8nznt4z!19sChIJWxJD5gK5yhQRY52E-ssLYaM?authuser=0&hl=tr&rclk=1
Koruçam Restaurant & Ocakbaşı,"Rasimpaşa, Misakı Milli Sk. 5/A, 34716 Kadıköy/İstanbul",(0216) 338 25 67,,N/A,https://www.google.com/maps/place/Koru%C3%A7am+Restaurant+%26+Ocakba%C5%9F%C4%B1/data=!4m7!3m6!1s0x14cab869ab075357:0xa6778f82ad5519d!8m2!3d40.9932289!4d29.0253753!16s%2Fg%2F1tcw0ms8!19sChIJV1MHq2m4yhQRnVHVKvh4Zwo?authuser=0&hl=tr&rclk=1
Kadıköy Midyecisi,"Caferağa, Sarraf Ali Sk. 22/b, 34710 Kadıköy/İstanbul",(0216) 330 05 47,info@kadikoymidyecisi.com,http://www.kadikoymidyecisi.com/,https://www.google.com/maps/place/Kad%C4%B1k%C3%B6y+Midyecisi/data=!4m7!3m6!1s0x14cab9de75f25501:0x3ed5ed4707b7f2be!8m2!3d40.9880334!4d29.0242096!16s%2Fg%2F11h79t252p!19sChIJAVXydd65yhQRvvK3B0ft1T4?authuser=0&hl=tr&rclk=1
Altın Cağ Restorant,"Rasimpaşa, Siftah Sk. No:15, 34716 Kadıköy/İstanbul",(0216) 348 21 22,,N/A,https://www.google.com/maps/place/Alt%C4%B1n+Ca%C4%9F+Restorant/data=!4m7!3m6!1s0x14cab86efe91b89d:0xbcad7b8f0b996a10!8m2!3d40.991723!4d29.031121!16s%2Fg%2F1tfv7bff!19sChIJnbiR_m64yhQREGqZC497rbw?authuser=0&hl=tr&rclk=1
Kanca Kafe,"Caferağa, Leylek Sk No:26/a, 34710 Kadıköy/İstanbul",0532 431 80 28,,N/A,https://www.google.com/maps/place/Kanca+Kafe/data=!4m7!3m6!1s0x14cab860bca20837:0x504008e2a7e9c775!8m2!3d40.9857406!4d29.0235059!16s%2Fg%2F11c1wspztz!19sChIJNwiivGC4yhQRdcfpp-IIQFA?authuser=0&hl=tr&rclk=1
Aida Vino E Cucina,"no: 10, Caferağa, Ressam Şeref Akdik Sokağı No:10, 34710 Kadıköy/İstanbul",0544 851 51 51,,http://www.aidavinoecucina.com/,https://www.google.com/maps/place/Aida+Vino+E+Cucina/data=!4m7!3m6!1s0x14cab860d7e5c119:0xf2b69d9c8054a99c!8m2!3d40.9854827!4d29.0255633!16s%2Fg%2F11bwny2jbp!19sChIJGcHl12C4yhQRnKlUgJydtvI?authuser=0&hl=tr&rclk=1
Güler Osmanlı Mutfağı,"Hasanpaşa, Kurbağalıdere Cd. No:74, 34722 Kadıköy/İstanbul",(0216) 348 22 45,guler@osmanlimutfagi.com.tr,http://www.osmanlimutfagi.com/,https://www.google.com/maps/place/G%C3%BCler+Osmanl%C4%B1+Mutfa%C4%9F%C4%B1/data=!4m7!3m6!1s0x14cab874bc081979:0x7feb34b61a954ed9!8m2!3d40.994778!4d29.0412267!16s%2Fg%2F1tds8xsk!19sChIJeRkIvHS4yhQR2U6VGrY0638?authuser=0&hl=tr&rclk=1
Piraye Taş Plak Meyhanesi,"Osmanağa Mahallesi, Serasker Cad. Mimar Çıkmazı No:8/A, 34714 Kadıköy/İstanbul",(0216) 330 57 52,,N/A,https://www.google.com/maps/place/Piraye+Ta%C5%9F+Plak+Meyhanesi/data=!4m7!3m6!1s0x14cab86600fae157:0xb3ec18b396f83efe!8m2!3d40.9896828!4d29.0283837!16s%2Fg%2F1pp2wym6_!19sChIJV-H6AGa4yhQR_j74lrMY7LM?authuser=0&hl=tr&rclk=1
Mila Winehouse,"Caferağa, Miralay Nazım Sk. No:6 D:6A, 34710 Kadıköy/İstanbul",(0216) 405 21 06,"lodash@4.17.21, focus-within-polyfill@5.0.9, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, react-dom@18.3.1, 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com, milacaferest@gmail.com, core-js-bundle@3.2.1, react@18.3.1, 8c4075d5481d476e945486754f783364@sentry.io, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com",http://milawinehouse.com/,https://www.google.com/maps/place/Mila+Winehouse/data=!4m7!3m6!1s0x14cab8667ae511db:0x6b34e5e24490f61c!8m2!3d40.9882943!4d29.0279767!16s%2Fg%2F11bycgtc39!19sChIJ2xHlema4yhQRHPaQROLlNGs?authuser=0&hl=tr&rclk=1
Tatar Salim,"Caferağa, İmamata Sk. No:7 D:3, 34710 Kadıköy/İstanbul",(0216) 550 56 56,,http://www.tatarsalim.com.tr/,https://www.google.com/maps/place/Tatar+Salim/data=!4m7!3m6!1s0x14cab867bc394145:0xf1e4b12c689f9c6a!8m2!3d40.9894843!4d29.0244177!16s%2Fg%2F11f4_5f777!19sChIJRUE5vGe4yhQRapyfaCyx5PE?authuser=0&hl=tr&rclk=1
İstanbul Kadıköy Coffy,"Caferağa, Mühürdar Cd. No:26/A, 34710 Kadıköy/İstanbul",(0216) 414 33 15,info@coffy.com.tr,https://coffy.com.tr/,https://www.google.com/maps/place/%C4%B0stanbul+Kad%C4%B1k%C3%B6y+Coffy/data=!4m7!3m6!1s0x14cab9c1c9494b8d:0x965f9da3619a2669!8m2!3d40.9900468!4d29.0244025!16s%2Fg%2F11fp4sm3_d!19sChIJjUtJycG5yhQRaSaaYaOdX5Y?authuser=0&hl=tr&rclk=1
Doctrine Coffee,"Caferağa, Zuhal Sk. No:2, 34710 Kadıköy/İstanbul",,,N/A,https://www.google.com/maps/place/Doctrine+Coffee/data=!4m7!3m6!1s0x14cab86718f6d78b:0x4f450c1a139ac7ed!8m2!3d40.9874253!4d29.0251453!16s%2Fg%2F11c1wk7h64!19sChIJi9f2GGe4yhQR7ceaExoMRU8?authuser=0&hl=tr&rclk=1
Basta Street Food Bar,"Caferağa, Sakız Sk. No:1, 34710 Kadıköy/İstanbul",(0216) 414 08 65,"lodash@4.17.21, focus-within-polyfill@5.0.9, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, react-dom@18.3.1, core-js-bundle@3.2.1, react@18.3.1, 8c4075d5481d476e945486754f783364@sentry.io, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com",http://www.bastafood.com/,https://www.google.com/maps/place/Basta+Street+Food+Bar/data=!4m7!3m6!1s0x14cab8663f76a41d:0xa306aea5a27ed1df!8m2!3d40.9877957!4d29.0262009!16s%2Fg%2F11c40rbvhm!19sChIJHaR2P2a4yhQR39F-oqWuBqM?authuser=0&hl=tr&rclk=1
DENİZ YILDIZI RESTAURANT,"Osmanağa, Serasker Cd. no:6, 34714 Kadıköy/İstanbul",(0216) 450 25 34,,N/A,https://www.google.com/maps/place/DEN%C4%B0Z+YILDIZI+RESTAURANT/data=!4m7!3m6!1s0x14cab867c5379083:0xe465aa306d1c073f!8m2!3d40.9901798!4d29.0247505!16s%2Fg%2F1tcwzk09!19sChIJg5A3xWe4yhQRPwccbTCqZeQ?authuser=0&hl=tr&rclk=1
Tarihi Tencere Köftecisi İstanbul Kadıköy Caferağa,"Caferağa, İmamata Sk. No: 5 D:1, 34710 Kadıköy/İstanbul",,,https://tarihitencerekoftecisi.com/,https://www.google.com/maps/place/Tarihi+Tencere+K%C3%B6ftecisi+%C4%B0stanbul+Kad%C4%B1k%C3%B6y+Cafera%C4%9Fa/data=!4m7!3m6!1s0x14cab934e9bcf64f:0x5a96e6f2f201d3d0!8m2!3d40.9895645!4d29.0240919!16s%2Fg%2F11x1pmv2ts!19sChIJT_a86TS5yhQR0NMB8vLmllo?authuser=0&hl=tr&rclk=1
Walter's Coffee Roastery,"Caferağa, Bademaltı Sk. No:21, 34710 Kadıköy/İstanbul",0534 241 83 86,"readmore-js@2.2.1, hello@walterscoffee.com",http://walterscoffee.com/,https://www.google.com/maps/place/Walter%27s+Coffee+Roastery/data=!4m7!3m6!1s0x14cab86121c506d5:0x9aee640743bfb766!8m2!3d40.9848414!4d29.0261005!16s%2Fg%2F11bcf1tc_p!19sChIJ1QbFIWG4yhQRZre_Qwdk7po?authuser=0&hl=tr&rclk=1
Dem Moda,"Caferağa, Şair Nefi Sk. 9/1, 34710 Kadıköy/İstanbul",(0216) 550 62 30,"logo-band@1X.png.webp, logo-band@1X.png",http://dem.istanbul/,https://www.google.com/maps/place/Dem+Moda/data=!4m7!3m6!1s0x14cab8610ec35205:0x74df7c6d33e119ff!8m2!3d40.9838093!4d29.0265877!16s%2Fg%2F11c6d_6_1y!19sChIJBVLDDmG4yhQR_xnhM21833Q?authuser=0&hl=tr&rclk=1
HODL,"Caferağa, Moda Bostanı Sk. No:26 D:C, 34710 Kadıköy/İstanbul",0532 308 73 79,,N/A,https://www.google.com/maps/place/HODL/data=!4m7!3m6!1s0x14cab936cecd5f01:0x2b90048ffe1ee6bf!8m2!3d40.9818618!4d29.0239045!16s%2Fg%2F11hnx0nwv7!19sChIJAV_Nzja5yhQRv-Ye_o8EkCs?authuser=0&hl=tr&rclk=1
Rafine Moda - Fine Cuisine,"Caferağa, Nene Hatun Sk. 3 A, 34710 Kadıköy/İstanbul",,,N/A,https://www.google.com/maps/place/Rafine+Moda+-+Fine+Cuisine/data=!4m7!3m6!1s0x14cab866df8b05ef:0x739cdb85f1f2a89d!8m2!3d40.9803322!4d29.0234103!16s%2Fg%2F11b6h_ysc9!19sChIJ7wWL32a4yhQRnajy8YXbnHM?authuser=0&hl=tr&rclk=1
Direkli Köftecisi - Moda / Kadıköy,"Caferağa, Moda Cd. No:89, 34710 Kadıköy/İstanbul",(0216) 345 58 86,,N/A,https://www.google.com/maps/place/Direkli+K%C3%B6ftecisi+-+Moda+%2F+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cab92335e27537:0x8077632e06b2aa5e!8m2!3d40.9854934!4d29.0251586!16s%2Fg%2F11q93y4bl_!19sChIJN3XiNSO5yhQRXqqyBi5jd4A?authuser=0&hl=tr&rclk=1
Çalakașık Kadiköy,"Osmanağa, Serasker Cd. No:53, 34714 Kadıköy/İstanbul",(0216) 349 66 88,,N/A,https://www.google.com/maps/place/%C3%87alaka%C8%99%C4%B1k+Kadik%C3%B6y/data=!4m7!3m6!1s0x14cab8661a16d5fd:0x18defd02d87d90f!8m2!3d40.9896274!4d29.0275067!16s%2Fg%2F11clvb8yv_!19sChIJ_dUWGma4yhQRD9mHLdDvjQE?authuser=0&hl=tr&rclk=1
Böğürtlen Butik Cafe,"Osmanağa, Yoğurtçu Parkı Cd 68/A, 34714 Kadıköy/İstanbul",(0216) 349 81 60,,N/A,https://www.google.com/maps/place/B%C3%B6%C4%9F%C3%BCrtlen+Butik+Cafe/data=!4m7!3m6!1s0x14cab864a00fd317:0x75ffc8658ef0d18b!8m2!3d40.9840578!4d29.0329564!16s%2Fg%2F11c6v_bh4x!19sChIJF9MPoGS4yhQRi9HwjmXI_3U?authuser=0&hl=tr&rclk=1
Sayla Mantı,"Osmanağa mahallesi Bahariye caddesi, Nail Bey Sk. No:32, 34710 Kadıköy/İstanbul",(0216) 336 26 75,,N/A,https://www.google.com/maps/place/Sayla+Mant%C4%B1/data=!4m7!3m6!1s0x14cab867a8bd08f5:0x2d1b71cbc4adf4d8!8m2!3d40.9885223!4d29.0277127!16s%2Fg%2F1tf84f0s!19sChIJ9Qi9qGe4yhQR2PStxMtxGy0?authuser=0&hl=tr&rclk=1
Çiya Sofrası,"Caferağa, Güneşli Bahçe Sok, 34710 Kadıköy/İstanbul",(0216) 418 51 15,,http://www.ciya.com.tr/,https://www.google.com/maps/place/%C3%87iya+Sofras%C4%B1/data=!4m7!3m6!1s0x14cab867a20b3a85:0x58aaaeb4b80c5113!8m2!3d40.9893196!4d29.0244093!16s%2Fg%2F1td6_9_v!19sChIJhToLome4yhQRE1EMuLSuqlg?authuser=0&hl=tr&rclk=1
Yer Cafe,"Caferağa, Ferit Tek Sok. 25/A, 34710 Kadıköy/İstanbul",(0216) 450 16 70,tripssupport@theculturetrip.com,https://theculturetrip.com/europe/turkey/articles/the-best-cafes-and-coffee-shops-in-moda-kadikoy-istanbul/,https://www.google.com/maps/place/Yer+Cafe/data=!4m7!3m6!1s0x14cab88ab3358c75:0xc6637a8473126740!8m2!3d40.981544!4d29.0227054!16s%2Fg%2F11b6h_zl4g!19sChIJdYw1s4q4yhQRQGcSc4R6Y8Y?authuser=0&hl=tr&rclk=1
Books & Coffee,"Caddebostan, Vezir Sk. No: 4A D:1, 34728 Kadıköy/İstanbul",(0216) 411 22 33,,http://instagram.com/booksandcoffeeturkiye,https://www.google.com/maps/place/Books+%26+Coffee/data=!4m7!3m6!1s0x14cac75893c80ae7:0x782b0d5d041282b!8m2!3d40.9691692!4d29.0622091!16s%2Fg%2F11h0099kjp!19sChIJ5wrIk1jHyhQRKyhB0NWwggc?authuser=0&hl=tr&rclk=1
Mosquito Cafe&Bistro,"Caferağa, Arayıcıbaşı Sk. No:4, 34710 Kadıköy/İstanbul",(0216) 418 56 59,,N/A,https://www.google.com/maps/place/Mosquito+Cafe%26Bistro/data=!4m7!3m6!1s0x14cab866670c70fd:0xf60ceba43fff358e!8m2!3d40.987802!4d29.027034!16s%2Fg%2F1tgldbsz!19sChIJ_XAMZ2a4yhQRjjX_P6TrDPY?authuser=0&hl=tr&rclk=1
"Selfish Tapas, Seafood & Wine","Caferağa, Moda Cd. No:77/A, 34710 Kadıköy/İstanbul",0533 363 54 28,,N/A,"https://www.google.com/maps/place/Selfish+Tapas,+Seafood+%26+Wine/data=!4m7!3m6!1s0x14cab969e6cb0255:0xb376b1ce738582b3!8m2!3d40.9860092!4d29.025397!16s%2Fg%2F11j01nn0y9!19sChIJVQLL5mm5yhQRs4KFc86xdrM?authuser=0&hl=tr&rclk=1"
Penguen Cafe,"Osmanağa, Gen. Asım Gündüz Cd. No:35, 34710 Kadıköy/İstanbul",(0216) 330 40 30,,N/A,https://www.google.com/maps/place/Penguen+Cafe/data=!4m7!3m6!1s0x14cab8668207dd35:0xdf54d4f5edce2ccd!8m2!3d40.9872336!4d29.0285294!16s%2Fg%2F11f1301388!19sChIJNd0Hgma4yhQRzSzO7fXUVN8?authuser=0&hl=tr&rclk=1
Cafe Rea,"Caferağa, Hacı Şükrü Sk. No:28/A, 34710 Kadıköy/İstanbul",(0216) 414 54 91,,N/A,https://www.google.com/maps/place/Cafe+Rea/data=!4m7!3m6!1s0x14cab866914693eb:0x4aa945a6a0fa3e20!8m2!3d40.9865051!4d29.0271342!16s%2Fg%2F1th844fc!19sChIJ65NGkWa4yhQRID76oKZFqUo?authuser=0&hl=tr&rclk=1
Ayık Çorba Kebap,"Caferağa, Dumlupınar Sk. No:14, 34710 Kadıköy/İstanbul",(0216) 337 36 62,,http://www.ayik24.com/,https://www.google.com/maps/place/Ay%C4%B1k+%C3%87orba+Kebap/data=!4m7!3m6!1s0x14cab867a2383169:0x3f50d441cd302560!8m2!3d40.9890507!4d29.0242675!16s%2Fg%2F11c29sf9w8!19sChIJaTE4ome4yhQRYCUwzUHUUD8?authuser=0&hl=tr&rclk=1
Müdavim Lokantası,"Rasimpaşa, Uzun Hafız Sk. 104 A, 34716 Kadıköy/İstanbul",0531 279 09 32,,https://www.instagram.com/mudavimevyemekleri?igsh=MXA1MHAxa2huMWp0cA==,https://www.google.com/maps/place/M%C3%BCdavim+Lokantas%C4%B1/data=!4m7!3m6!1s0x14cab86c1251e357:0xbbf721b7ee1dde50!8m2!3d40.9952432!4d29.0295151!16s%2Fg%2F11cnc5pkrv!19sChIJV-NREmy4yhQRUN4d7rch97s?authuser=0&hl=tr&rclk=1
Ağaç Ev Kadıköy,"No: 34104, Osmanağa, Osmancık Sk. No:13 B, 34714 Kadıköy",0532 067 28 86,,http://agacevkadikoy.com/,https://www.google.com/maps/place/A%C4%9Fa%C3%A7+Ev+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14caba378fe2e9c5:0xaf1a76301a30f077!8m2!3d40.9901913!4d29.0278018!16s%2Fg%2F11f1w_l_r8!19sChIJxenijze6yhQRd_AwGjB2Gq8?authuser=0&hl=tr&rclk=1
Bop Breakfast Of Pan,"Rasimpaşa, Duatepe Sk. No:4/D, 34716 Kadıköy/İstanbul",(0216) 700 10 86,,N/A,https://www.google.com/maps/place/Bop+Breakfast+Of+Pan/data=!4m7!3m6!1s0x14cab86bf1b8e293:0x29aab1aff84bfdde!8m2!3d40.9954168!4d29.0279552!16s%2Fg%2F11btxg4wg0!19sChIJk-K48Wu4yhQR3v1L-K-xqik?authuser=0&hl=tr&rclk=1
Khalkedon Fenerbahçe,"Fenerbahçe, Fener Kalamış Cd. No:90, 34726 Kadıköy/İstanbul",(0216) 550 51 95,,N/A,https://www.google.com/maps/place/Khalkedon+Fenerbah%C3%A7e/data=!4m7!3m6!1s0x14cab87cf41d9f51:0x79feee97741b3dd3!8m2!3d40.9691806!4d29.0373689!16s%2Fg%2F1ywqg0z9g!19sChIJUZ8d9Hy4yhQR0z0bdJfu_nk?authuser=0&hl=tr&rclk=1
Lokanta,"Feneryolu, Bağdat Caddesi & Gazi Muhtarpaşa Sok. 59/1, 34724 Kadıköy/İstanbul",0538 835 92 71,,N/A,https://www.google.com/maps/place/Lokanta/data=!4m7!3m6!1s0x14cac780f469f641:0x5c3a9db6c43e0e7b!8m2!3d40.9778738!4d29.047697!16s%2Fg%2F11dxnrb037!19sChIJQfZp9IDHyhQRew4-xLadOlw?authuser=0&hl=tr&rclk=1
Todori Fenerbahçe,"Fenerbahçe, Fener Kalamış Cd. No:46, 34726 Kadıköy/İstanbul",(0216) 450 20 45,"lodash@4.17.21, info@fenerbahcetodori.com, focus-within-polyfill@5.0.9, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, react-dom@18.3.1, core-js-bundle@3.2.1, 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com, react@18.3.1, 8c4075d5481d476e945486754f783364@sentry.io, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com",http://www.fenerbahcetodori.com/,https://www.google.com/maps/place/Todori+Fenerbah%C3%A7e/data=!4m7!3m6!1s0x14cab8905d58ed43:0x964241a15d63b918!8m2!3d40.9767162!4d29.0420794!16s%2Fg%2F1tfdhl5m!19sChIJQ-1YXZC4yhQRGLljXaFBQpY?authuser=0&hl=tr&rclk=1
Füreyya Meyhanesi,"Osmanağa, Ziya Bey Sk. 3/A, 34710 Kadıköy/İstanbul",0544 724 13 90,,N/A,https://www.google.com/maps/place/F%C3%BCreyya+Meyhanesi/data=!4m7!3m6!1s0x14cab8660c1b0a01:0xd83cdcb563ff7231!8m2!3d40.989237!4d29.0282127!16s%2Fg%2F11bzv0bsvm!19sChIJAQobDGa4yhQRMXL_Y7XcPNg?authuser=0&hl=tr&rclk=1
Yanyalı Fehmi Lokantası,"Osmanağa, Yağlıkçıismail Sok No:1, 34714 Kadıköy/İstanbul",(0216) 336 33 33,,http://www.yanyalifehmi.com/,https://www.google.com/maps/place/Yanyal%C4%B1+Fehmi+Lokantas%C4%B1/data=!4m7!3m6!1s0x14cac70642b3ea81:0x852a787003a6d728!8m2!3d40.9907688!4d29.0255674!16s%2Fg%2F1tjjrll6!19sChIJgeqzQgbHyhQRKNemA3B4KoU?authuser=0&hl=tr&rclk=1
ATA DÖNER KADIKÖY,"Osmanağa, Karadut Sk. No:8, 34714 Kadıköy/İstanbul",(0216) 418 12 90,,N/A,https://www.google.com/maps/place/ATA+D%C3%96NER+KADIK%C3%96Y/data=!4m7!3m6!1s0x14cab9ac2b08d8e7:0x16bcdcb8ba41039f!8m2!3d40.9908131!4d29.0306276!16s%2Fg%2F11qqx80md2!19sChIJ59gIK6y5yhQRnwNBurjcvBY?authuser=0&hl=tr&rclk=1
